sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,count,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:21178113-33000000,0,1,2,4,165,3.174050217,5.398834413,11821887,650256,0,0.693147181,1.098612289,1.609437912,5.111987788,1.42888684,1.856115851,16.28546329,13.38512295,0,0,0.693147181,1.386294361,5.105945474,1.155008443,1.686183081,16.2854632,13.38512141,0,0,-0.366512921,0.32663426,1.63040564,0.144107654,0.522467443,2.790272882,2.594143748
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:33200000-87000000,0,1,2,4,185,3.225321487,5.059478201,53800000,3017687,0,0.693147181,1.098612289,1.609437912,5.225746674,1.44109535,1.801623691,17.80078404,14.92000153,0,0,0.693147181,1.386294361,5.220355825,1.171032631,1.621263356,17.80078403,14.9200012,0,0,-0.366512921,0.32663426,1.652565565,0.15788595,0.483205694,2.879242503,2.702702675
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:5118788-16279724,0,1,2,4,141,2.970022765,4.143546277,11160936,588553,0,0.693147181,1.098612289,1.609437912,4.955827058,1.378771829,1.637742779,16.22793047,13.28542396,0,0,0.693147181,1.386294361,4.94875989,1.088569618,1.42155201,16.22793038,13.28542226,0,0,-0.366512921,0.32663426,1.599137018,0.084864557,0.351749239,2.786733855,2.586667364
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:95326171-109668000,0,1,2,4,149,3.372401177,5.238060036,14341829,838095,0,0.693147181,1.098612289,1.609437912,5.010635294,1.475312327,1.830669242,16.478691,13.63888793,0,0,0.693147181,1.386294361,5.003946306,1.215625006,1.655951208,16.47869093,13.63888674,0,0,-0.366512921,0.32663426,1.610226862,0.195258353,0.504375592,2.802068087,2.612925032
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr3:93504854-194041961,0,1,2,4,214,3.151909663,4.613660197,100537107,5557375,0,0.693147181,1.098612289,1.609437912,5.370638028,1.423568388,1.725202948,18.42603745,15.53063661,0,0,0.693147181,1.386294361,5.365976015,1.148008511,1.529021511,18.42603744,15.53063643,0,0,-0.366512921,0.32663426,1.680078282,0.138028712,0.424627996,2.913764743,2.742814617
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr4:32840638-40296396,0,1,3,4,172,3.404192169,5.343029297,7455758,437760,0,0.693147181,1.386294361,1.609437912,5.153291594,1.482556853,1.847356461,15.82449731,12.98942838,0,0,1.098612289,1.386294361,5.147494477,1.225007663,1.675792776,15.82449718,12.98942609,0,0,0.094047828,0.32663426,1.638510087,0.2029471,0.516286353,2.761559194,2.564135649
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr4:68270000-75427379,0,1,2,4,138,2.915242437,3.721999444,7157379,371946,0,0.693147181,1.098612289,1.609437912,4.934473933,1.364877253,1.552232321,15.78365455,12.82650665,0,0,0.693147181,1.386294361,4.927253685,1.069952985,1.314261009,15.78365441,12.82650396,0,0,-0.366512921,0.32663426,1.594781771,0.067614708,0.273274537,2.758974874,2.551513652
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr4:9324642-31820917,0,1,2,4,169,2.860983741,3.365821443,22496275,1156059,0,0.693147181,1.098612289,1.609437912,5.135798437,1.350922006,1.47380636,16.92886034,13.96052823,0,0,0.693147181,1.386294361,5.129898715,1.051165531,1.213672047,16.9288603,13.96052736,0,0,-0.366512921,0.32663426,1.635085915,0.049899578,0.193650514,2.829019875,2.636233873
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr10:60000-17974675,0,1,2,4,41,2.829150571,2.54345648,17914675,851852,0,0.693147181,1.098612289,1.609437912,3.737669618,1.342642995,1.265102658,16.70113082,13.65516926,0,0,0.693147181,1.386294361,3.713572067,1.039976515,0.933523975,16.70113077,13.65516808,0,0,-0.366512921,0.32663426,1.311994235,0.039198131,-0.068788634,2.815476428,2.614118064
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr11:96437584-134946516,0,1,2,4,49,2.901613605,2.580993038,38508932,1869155,0,0.693147181,1.098612289,1.609437912,3.912023005,1.361390212,1.275640147,17.4664008,14.44099755,0,0,0.693147181,1.386294361,3.891820298,1.065266998,0.948174223,17.46640077,14.44099702,0,0,-0.366512921,0.32663426,1.358876991,0.06322547,-0.053217014,2.86027908,2.670071176
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr12:38150000-66400000,0,1,2,4,51,3.060390584,2.692037744,28250000,1443396,0,0.693147181,1.098612289,1.609437912,3.951243719,1.401279172,1.30617854,17.15660405,14.18250992,0,0,0.693147181,1.386294361,3.931825633,1.11854255,0.990298433,17.15660402,14.18250923,0,0,-0.366512921,0.32663426,1.369103856,0.112026543,-0.009748934,2.842383173,2.652009461
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr18:18521000-52059136,0,1,3,4,42,3.046648329,2.566266306,33538136,1701110,0,0.693147181,1.386294361,1.609437912,3.761200116,1.397888965,1.271519196,17.32819377,14.34679212,0,0,1.098612289,1.386294361,3.737669618,1.114042078,0.942452043,17.32819374,14.34679154,0,0,0.094047828,0.32663426,1.318462321,0.107994913,-0.059270243,2.852334871,2.663526331
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr1:17175658-29878082,0,1,2,3,50,2.331320148,2.475425324,12702424,509180,0,0.693147181,1.098612289,1.386294361,3.931825633,1.203368666,1.245716867,16.35730348,13.14055883,0,0,0.693147181,1.098612289,3.912023005,0.846434694,0.906412229,16.3573034,13.14055687,0,0,-0.366512921,0.094047828,1.364054633,-0.166722228,-0.098261077,2.794674489,2.575703392
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr1:30028082-91800000,0,1,2,4,73,2.929072657,2.589383374,61771918,3030897,0,0.693147181,1.098612289,1.609437912,4.304065093,1.368403433,1.277980426,17.93895943,14.9243695,0,0,0.693147181,1.386294361,4.290459441,1.074685874,0.951419768,17.93895942,14.92436917,0,0,-0.366512921,0.32663426,1.456393823,0.072028408,-0.049799918,2.886974851,2.702995392
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:21178113-33000000,0,1,2,4,44,2.786143532,2.538529095,11821887,555792,0,0.693147181,1.098612289,1.609437912,3.80666249,1.331347963,1.263711131,16.28546329,13.2281512,0,0,0.693147181,1.386294361,3.784189634,1.024658393,0.931584817,16.2854632,13.2281494,0,0,-0.366512921,0.32663426,1.330831765,0.024359282,-0.070868039,2.790272882,2.582347089
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:33200000-87000000,0,1,3,4,48,3.087166877,2.634199,53800000,2768372,0,0.693147181,1.386294361,1.609437912,3.891820298,1.407852035,1.290388729,17.80078404,14.83377034,0,0,1.098612289,1.386294361,3.871201011,1.127253802,0.968579151,17.80078403,14.83376998,0,0,0.094047828,0.32663426,1.353564798,0.119784411,-0.031925074,2.879242503,2.696906337
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:5118788-16279724,0,1,2,4,36,2.837046284,2.51356018,11160936,531161,0,0.693147181,1.098612289,1.609437912,3.610917913,1.344702874,1.25662982,16.22793047,13.18282234,0,0,0.693147181,1.386294361,3.583518938,1.04276347,0.921700147,16.22793038,13.18282046,0,0,-0.366512921,0.32663426,1.276345261,0.041874372,-0.081535329,2.786733855,2.578914501
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:95326171-109668000,0,1,2,4,38,2.935394572,2.623908468,14341829,706951,0,0.693147181,1.098612289,1.609437912,3.663561646,1.370011149,1.287553131,16.478691,13.46871805,0,0,0.693147181,1.386294361,3.63758616,1.076841881,0.964664988,16.47869093,13.46871664,0,0,-0.366512921,0.32663426,1.291320319,0.074032573,-0.035974401,2.802068087,2.60036971
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr3:93504854-194041961,0,1,3,4,53,3.14749385,2.639456064,100537107,5260143,0,0.693147181,1.386294361,1.609437912,3.988984047,1.42250426,1.291834238,18.42603745,15.47566896,0,0,1.098612289,1.386294361,3.970291914,1.146606533,0.97057286,18.42603744,15.47566877,0,0,0.094047828,0.32663426,1.378839622,0.136806739,-0.029868805,2.913764743,2.739269034
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr4:32840638-40296396,0,1,3,5,53,3.301915513,2.72743975,7455758,408403,0,0.693147181,1.386294361,1.791759469,3.988984047,1.459060392,1.315721604,15.82449731,12.92001216,0,0,1.098612289,1.609437912,3.970291914,1.194502759,1.003363349,15.82449718,12.92000971,0,0,0.094047828,0.475884995,1.378839622,0.177729997,0.003357705,2.761559194,2.55877725
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr4:68270000-75427379,0,1,3,5,32,3.133840893,2.636007651,7157379,371568,0,0.693147181,1.386294361,1.791759469,3.496507561,1.419206973,1.290886281,15.78365455,12.82548986,0,0,1.098612289,1.609437912,3.465735903,1.142259375,0.969265519,15.78365441,12.82548717,0,0,0.094047828,0.475884995,1.242924992,0.133008209,-0.031216691,2.758974874,2.551434376
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr4:9324642-31820917,0,1,3,4,54,3.132114094,2.58344029,22496275,1170694,0,0.693147181,1.386294361,1.609437912,4.007333185,1.418789163,1.276323314,16.92886034,13.97310815,0,0,1.098612289,1.386294361,3.988984047,1.141708206,0.949121956,16.9288603,13.97310729,0,0,0.094047828,0.32663426,1.383536574,0.132525567,-0.052217978,2.829019875,2.637134575
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr10:60000-17974675,0,1,2,3,78,2.307060776,2.52274494,17914675,749257,0,0.693147181,1.098612289,1.386294361,4.369447852,1.196059812,1.259240498,16.70113082,13.52683866,0,0,0.693147181,1.098612289,4.356708827,0.835974323,0.92534757,16.70113077,13.52683733,0,0,-0.366512921,0.094047828,1.471716916,-0.179157381,-0.07758586,2.815476428,2.604675662
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr11:96437584-134946516,0,1,2,3,72,2.30757872,2.527341003,38508932,1604858,0,0.693147181,1.098612289,1.386294361,4.290459441,1.196216417,1.26054433,17.4664008,14.28854646,0,0,0.693147181,1.098612289,4.276666119,0.836198802,0.927167763,17.46640077,14.28854584,0,0,-0.366512921,0.094047828,1.453173762,-0.178888893,-0.075620756,2.86027908,2.659458226
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr12:38150000-66400000,0,1,2,4,75,2.553168637,2.805386474,28250000,1295979,0,0.693147181,1.098612289,1.609437912,4.33073334,1.267839779,1.336417556,17.15660405,14.07477772,0,0,0.693147181,1.386294361,4.317488114,0.937335191,1.03154131,17.15660402,14.07477695,0,0,-0.366512921,0.32663426,1.462673778,-0.064714333,0.031054101,2.842383173,2.644384327
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr18:18521000-52059136,0,1,2,3,57,2.330957034,2.214261401,33538136,1416408,0,0.693147181,1.098612289,1.386294361,4.060443011,1.20325966,1.167597596,17.32819377,14.16363535,0,0,0.693147181,1.098612289,4.043051268,0.846278927,0.794918895,17.32819374,14.16363465,0,0,-0.366512921,0.094047828,1.396999671,-0.166906272,-0.229515189,2.852334871,2.650677739
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr1:17175658-29878082,0,0,1,3,77,2.065114895,2.89662189,12702424,478759,0,0,0.693147181,1.386294361,4.356708827,1.120085055,1.360109996,16.35730348,13.07895471,0,0,0,1.098612289,4.343805422,0.725185864,1.063545193,16.3573034,13.07895262,0,0,0,0.094047828,1.468750789,-0.321327293,0.061607849,2.794674489,2.571004268
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr1:30028082-91800000,0,1,2,3,73,2.334152406,2.511130503,61771918,2606448,0,0.693147181,1.098612289,1.386294361,4.304065093,1.204218496,1.255938066,17.93895943,14.77349932,0,0,0.693147181,1.098612289,4.290459441,0.84764883,0.920733051,17.93895942,14.77349893,0,0,-0.366512921,0.094047828,1.456393823,-0.165288845,-0.082585131,2.886974851,2.692834963
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:21178113-33000000,0,1,2,3,53,2.258469989,2.484392679,11821887,485090,0,0.693147181,1.098612289,1.386294361,3.988984047,1.181257757,1.248293762,16.28546329,13.09209178,0,0,0.693147181,1.098612289,3.970291914,0.814687588,0.910028235,16.2854632,13.09208972,0,0,-0.366512921,0.094047828,1.378839622,-0.204950567,-0.094279653,2.790272882,2.57200821
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:33200000-87000000,0,1,2,3,71,2.459940297,2.50706742,53800000,2384922,0,0.693147181,1.098612289,1.386294361,4.276666119,1.241251334,1.254780195,17.80078404,14.6846774,0,0,0.693147181,1.098612289,4.262679877,0.90013708,0.919113711,17.80078403,14.68467698,0,0,-0.366512921,0.094047828,1.449898042,-0.105208216,-0.08434543,2.879242503,2.686804568
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:5118788-16279724,0,1,2,3,59,2.204366193,2.216995527,11160936,447710,0,0.693147181,1.098612289,1.386294361,4.094344562,1.164514315,1.168447858,16.22793047,13.01190321,0,0,0.693147181,1.098612289,4.077537444,0.790440027,0.796152913,16.22793038,13.01190098,0,0,-0.366512921,0.094047828,1.405493239,-0.235165493,-0.22796401,2.786733855,2.565864399
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:95326171-109668000,0,1,2,3,52,2.393154109,2.504747763,14341829,622115,0,0.693147181,1.098612289,1.386294361,3.970291914,1.221759904,1.254118553,16.478691,13.34088185,0,0,0.693147181,1.098612289,3.951243719,0.872612207,0.918188036,16.47869093,13.34088024,0,0,-0.366512921,0.094047828,1.374030395,-0.136264029,-0.085353077,2.802068087,2.590833023
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr3:93504854-194041961,0,1,2,4,80,2.505856748,2.457092765,100537107,4534699,0,0.693147181,1.098612289,1.609437912,4.394449155,1.254434927,1.240427995,18.42603745,15.32726949,0,0,0.693147181,1.386294361,4.382026635,0.918630691,0.898978848,18.42603744,15.32726927,0,0,-0.366512921,0.32663426,1.477511319,-0.084871097,-0.106495773,2.913764743,2.729633547
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr4:32840638-40296396,0,1,2,4,66,2.686221173,2.704064336,7455758,357614,0,0.693147181,1.098612289,1.609437912,4.204692619,1.304601861,1.309430686,15.82449731,12.78721227,0,0,0.693147181,1.386294361,4.189654742,0.988135438,0.994755951,15.82449718,12.78720947,0,0,-0.366512921,0.32663426,1.43261833,-0.011935508,-0.005257847,2.761559194,2.548445411
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr4:68270000-75427379,0,1,2,3,52,2.427873108,2.292946539,7157379,312737,0,0.693147181,1.098612289,1.386294361,3.970291914,1.231939984,1.191782769,15.78365455,12.65312106,0,0,0.693147181,1.098612289,3.951243719,0.88701561,0.829837689,15.78365441,12.65311786,0,0,-0.366512921,0.094047828,1.374030395,-0.119892698,-0.186525153,2.758974874,2.537903656
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr4:9324642-31820917,0,1,2,3,63,2.379096317,2.158685751,22496275,967977,0,0.693147181,1.098612289,1.386294361,4.158883083,1.217608312,1.150156039,16.92886034,13.78296464,0,0,0.693147181,1.098612289,4.143134726,0.866720717,0.769499588,16.9288603,13.78296361,0,0,-0.366512921,0.094047828,1.421452682,-0.14303848,-0.262014862,2.829019875,2.623433308
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr10:60000-17974675,0,1,2,3,153,2.562400602,4.187086492,17914675,859428,0,0.693147181,1.098612289,1.386294361,5.036952602,1.270434644,1.64617217,16.70113082,13.66402349,0,0,0.693147181,1.098612289,5.030437921,0.940944554,1.432005144,16.70113077,13.66402233,0,0,-0.366512921,0.094047828,1.615507042,-0.060871063,0.359075661,2.815476428,2.614766271
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr11:96437584-134946516,0,1,2,3,171,2.440628138,4.343986356,38508932,1749881,0,0.693147181,1.098612289,1.386294361,5.147494477,1.235654053,1.675971883,17.4664008,14.37505892,0,0,0.693147181,1.098612289,5.141663557,0.89225544,1.468792442,17.46640077,14.37505834,0,0,-0.366512921,0.094047828,1.637376676,-0.11400282,0.384440595,2.86027908,2.665494645
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr12:38150000-66400000,0,1,2,3,174,2.940365027,5.630457588,28250000,1498108,0,0.693147181,1.098612289,1.386294361,5.164785974,1.371273365,1.89167382,17.15660405,14.2197142,0,0,0.693147181,1.098612289,5.159055299,1.078533732,1.728190716,17.15660402,14.21971354,0,0,-0.366512921,0.094047828,1.640753481,0.075602463,0.547075032,2.842383173,2.654629279
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr18:18521000-52059136,0,1,2,3,174,2.234598816,3.125029904,33538136,1439280,0,0.693147181,1.098612289,1.386294361,5.164785974,1.173904907,1.417073269,17.32819377,14.17965424,0,0,0.693147181,1.098612289,5.159055299,0.804061711,1.139443852,17.32819374,14.17965355,0,0,-0.366512921,0.094047828,1.640753481,-0.218079257,0.130540295,2.852334871,2.651808088
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr1:17175658-29878082,0,1,2,3,170,2.841894901,6.252614414,12702424,638211,0,0.693147181,1.098612289,1.386294361,5.141663557,1.345965709,1.981362013,16.35730348,13.3664258,0,0,0.693147181,1.098612289,5.135798437,1.044471048,1.832999683,16.3573034,13.36642423,0,0,-0.366512921,0.094047828,1.63623532,0.043510584,0.605953796,2.794674489,2.592745908
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr1:30028082-91800000,0,1,2,3,181,2.495183556,4.408010303,61771918,2869774,0,0.693147181,1.098612289,1.386294361,5.204006687,1.251385894,1.687881244,17.93895943,14.86974419,0,0,0.693147181,1.098612289,5.198497031,0.914362296,1.483423409,17.93895942,14.86974384,0,0,-0.366512921,0.094047828,1.648369551,-0.089528401,0.394352531,2.886974851,2.699328534
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:21178113-33000000,0,1,2,3,148,2.559784322,4.645061138,11821887,561395,0,0.693147181,1.098612289,1.386294361,5.003946306,1.269699959,1.730781028,16.28546329,13.23818182,0,0,0.693147181,1.098612289,4.997212274,0.939923006,1.535804534,16.2854632,13.23818004,0,0,-0.366512921,0.094047828,1.608880212,-0.061957316,0.42905437,2.790272882,2.583105082
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:33200000-87000000,0,1,2,3,175,2.56059855,4.329175148,53800000,2572783,0,0.693147181,1.098612289,1.386294361,5.170483995,1.269928663,1.67319647,17.80078404,14.76049914,0,0,0.693147181,1.098612289,5.164785974,0.94024104,1.465377027,17.80078403,14.76049875,0,0,-0.366512921,0.094047828,1.641863664,-0.061619011,0.382112566,2.879242503,2.691954609
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:5118788-16279724,0,1,2,3,133,2.298631047,3.257682998,11160936,491281,0,0.693147181,1.098612289,1.386294361,4.8978398,1.193507548,1.448725115,16.22793047,13.10477358,0,0,0.693147181,1.098612289,4.890349128,0.832313749,1.181016206,16.22793038,13.10477154,0,0,-0.366512921,0.094047828,1.587263697,-0.183545807,0.166375259,2.786733855,2.572976404
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:95326171-109668000,0,1,2,3,168,2.671821634,4.372643296,14341829,713049,0,0.693147181,1.098612289,1.386294361,5.129898715,1.300687897,1.681320021,16.478691,13.47730682,0,0,0.693147181,1.098612289,5.123963979,0.9827605,1.4753677,16.47869093,13.47730542,0,0,-0.366512921,0.094047828,1.633928354,-0.017389831,0.388907247,2.802068087,2.601007191
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr3:93504854-194041961,0,1,2,3,174,2.546917806,3.930103266,100537107,4822692,0,0.693147181,1.098612289,1.386294361,5.164785974,1.266079003,1.595359934,18.42603745,15.38884304,0,0,0.693147181,1.098612289,5.159055299,0.934883925,1.368665702,18.42603744,15.38884284,0,0,-0.366512921,0.094047828,1.640753481,-0.067332902,0.313836325,2.913764743,2.733642756
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr4:32840638-40296396,0,1,2,3,138,2.729348377,4.449830602,7455758,377887,0,0.693147181,1.098612289,1.386294361,4.934473933,1.316233521,1.695584526,15.82449731,12.84235313,0,0,0.693147181,1.098612289,4.927253685,1.004062891,1.492866028,15.82449718,12.84235049,0,0,-0.366512921,0.094047828,1.594781771,0.00405466,0.400697781,2.761559194,2.552748341
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr4:68270000-75427379,0,1,2,3,135,2.357408347,3.234678508,7157379,321791,0,0.693147181,1.098612289,1.386294361,4.912654886,1.211169351,1.443307412,15.78365455,12.68166065,0,0,0.693147181,1.098612289,4.905274778,0.857562858,1.173929544,15.78365441,12.68165755,0,0,-0.366512921,0.094047828,1.590311112,-0.153660799,0.160356706,2.758974874,2.540156662
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr4:9324642-31820917,0,1,2,3,140,2.241870976,2.786005497,22496275,974046,0,0.693147181,1.098612289,1.386294361,4.94875989,1.176150625,1.331311505,16.92886034,13.78921484,0,0,0.693147181,1.098612289,4.941642423,0.807310775,1.024608848,16.9288603,13.78921381,0,0,-0.366512921,0.094047828,1.59769775,-0.214046586,0.024310929,2.829019875,2.623886679
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr10:60000-17974675,0,1,2,3,118,2.528578498,3.744939712,17914675,853237,0,0.693147181,1.098612289,1.386294361,4.779123493,1.260895098,1.557078726,16.70113082,13.6567938,0,0,0.693147181,1.098612289,4.770684624,0.927657286,1.320405519,16.70113077,13.65679263,0,0,-0.366512921,0.094047828,1.562489822,-0.075092918,0.2779389,2.815476428,2.614237026
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr11:96437584-134946516,0,1,2,3,134,2.436563756,3.845262016,38508932,1758559,0,0.693147181,1.098612289,1.386294361,4.905274778,1.234472064,1.578001324,17.4664008,14.38000585,0,0,0.693147181,1.098612289,4.8978398,0.89058875,1.346841745,17.46640077,14.38000528,0,0,-0.366512921,0.094047828,1.588794251,-0.115872518,0.297762404,2.86027908,2.66583872
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr12:38150000-66400000,0,1,2,4,138,2.920174265,4.865609158,28250000,1510280,0,0.693147181,1.098612289,1.609437912,4.934473933,1.366136108,1.76910634,17.15660405,14.22780628,0,0,0.693147181,1.386294361,4.927253685,1.071643294,1.58219192,17.15660402,14.22780562,0,0,-0.366512921,0.32663426,1.594781771,0.06919326,0.458811177,2.842383173,2.655198192
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr18:18521000-52059136,0,1,2,3,117,2.27479783,2.793803585,33538136,1467543,0,0.693147181,1.098612289,1.386294361,4.770684624,1.186256136,1.3333691,17.32819377,14.19910081,0,0,0.693147181,1.098612289,4.762173935,0.821891183,1.027403959,17.32819374,14.19910013,0,0,-0.366512921,0.094047828,1.560704273,-0.196147274,0.027035193,2.852334871,2.653178592
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr1:17175658-29878082,0,1,2,3,175,2.657067816,5.248871256,12702424,610423,0,0.693147181,1.098612289,1.386294361,5.170483995,1.296661683,1.832400848,16.35730348,13.32190908,0,0,0.693147181,1.098612289,5.164785974,0.97722319,1.658013055,16.3573034,13.32190744,0,0,-0.366512921,0.094047828,1.641863664,-0.023040209,0.50561993,2.794674489,2.589409856
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr1:30028082-91800000,0,1,2,3,126,2.468887513,3.827713484,61771918,2862743,0,0.693147181,1.098612289,1.386294361,4.844187086,1.243833941,1.574372957,17.93895943,14.86729116,0,0,0.693147181,1.098612289,4.836281907,0.90376765,1.342267623,17.93895942,14.86729081,0,0,-0.366512921,0.094047828,1.576146224,-0.101182976,0.29436044,2.886974851,2.699163552
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:21178113-33000000,0,1,2,3,115,2.515997827,4.013341926,11821887,557632,0,0.693147181,1.098612289,1.386294361,4.753590191,1.257323362,1.612102744,16.28546329,13.23145632,0,0,0.693147181,1.098612289,4.744932128,0.922669475,1.389624292,16.2854632,13.23145453,0,0,-0.366512921,0.094047828,1.557077128,-0.080484207,0.329033417,2.790272882,2.582596914
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:33200000-87000000,0,1,2,3,142,2.591629684,3.811131841,53800000,2620683,0,0.693147181,1.098612289,1.386294361,4.96284463,1.27860605,1.570932366,17.80078404,14.77894591,0,0,0.693147181,1.098612289,4.955827058,0.952286899,1.337926216,17.80078403,14.77894553,0,0,-0.366512921,0.094047828,1.600564068,-0.048888925,0.291120815,2.879242503,2.693203569
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:5118788-16279724,0,1,2,3,104,2.303778375,2.937470498,11160936,493164,0,0.693147181,1.098612289,1.386294361,4.65396035,1.195066776,1.370538511,16.22793047,13.10859908,0,0,0.693147181,1.098612289,4.644390899,0.834550547,1.077548836,16.22793038,13.10859705,0,0,-0.366512921,0.094047828,1.535660233,-0.180861966,0.074688865,2.786733855,2.573268279
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:95326171-109668000,0,1,2,3,118,2.648213,3.820701815,14341829,712871,0,0.693147181,1.098612289,1.386294361,4.779123493,1.294237459,1.572919522,16.478691,13.47705716,0,0,0.693147181,1.098612289,4.770684624,0.973885073,1.340434127,16.47869093,13.47705576,0,0,-0.366512921,0.094047828,1.562489822,-0.026461977,0.292993537,2.802068087,2.600988666
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr3:93504854-194041961,0,1,2,3,137,2.597090644,3.526626225,100537107,4934161,0,0.693147181,1.098612289,1.386294361,4.927253685,1.280125364,1.509976899,18.42603745,15.41169341,0,0,0.693147181,1.098612289,4.919980926,0.954391836,1.26034167,18.42603744,15.41169321,0,0,-0.366512921,0.094047828,1.593304654,-0.046680963,0.231382851,2.913764743,2.73512652
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr4:32840638-40296396,0,1,2,4,140,2.809659997,4.137457386,7455758,390245,0,0.693147181,1.098612289,1.609437912,4.94875989,1.337539946,1.636558285,15.82449731,12.87453259,0,0,0.693147181,1.386294361,4.941642423,1.033063479,1.420081441,15.82449718,12.87453003,0,0,-0.366512921,0.32663426,1.59769775,0.032528639,0.350714223,2.761559194,2.555250943
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr4:68270000-75427379,0,1,2,3,110,2.433034215,2.980940274,7157379,332442,0,0.693147181,1.098612289,1.386294361,4.709530201,1.233444481,1.381518041,15.78365455,12.7142237,0,0,0.693147181,1.098612289,4.700480366,0.889139127,1.092238779,15.78365441,12.71422069,0,0,-0.366512921,0.094047828,1.547664709,-0.117501558,0.088229515,2.758974874,2.542721106
